1/10/2015,TOP 151015,122410.6373
1/11/2015,TOP 241015,87726.402
1/12/2015,GC 091115,43888.456
2/12/2015,GC 091115,43875.376
8/12/2015,TOP 101115,87823.1
15/12/15,TOP 281115,43846.986
16/12/15,GC 281115,87762.09
18/12/15,GC 281115,43930.705
25/12/15,TOP071215,131792.963
30/12/15,TOP161215,87870.885
